TCSPC experiment 

Parameters:
Wavelength [nm]: 852.000000
Exposure time [s]: 100.000000
Threshold [V]: -0.200000
Beam power [mW]: 4.351101
Beam power density [W/cm^2]: 457850.687500
Beam diameter [um]: 1.100000

Time [s] 	Intensity (1Ch) [counts] 	Intensity (1Ch) [cps] 	Intensity (2Ch) [counts] 	Intensity (1Ch) [cps] 
0.002400	1.000000	0.000200	1.000000	0.000200
0.002450	1.000000	0.000200	0.000000	0.000000
0.002500	0.000000	0.000000	0.000000	0.000000
0.002550	0.000000	0.000000	0.000000	0.000000
0.002600	2.000000	0.000400	0.000000	0.000000
0.002650	0.000000	0.000000	0.000000	0.000000
0.002700	1.000000	0.000200	0.000000	0.000000
0.002750	0.000000	0.000000	0.000000	0.000000
0.002800	0.000000	0.000000	0.000000	0.000000
0.002850	3.000000	0.000600	0.000000	0.000000
0.002900	1.000000	0.000200	1.000000	0.000200
0.002950	0.000000	0.000000	1.000000	0.000200
0.003000	1.000000	0.000200	0.000000	0.000000
0.003050	1.000000	0.000200	0.000000	0.000000
0.003100	2.000000	0.000400	0.000000	0.000000
0.003150	2.000000	0.000400	0.000000	0.000000
0.003200	3.000000	0.000600	0.000000	0.000000
0.003250	1.000000	0.000200	0.000000	0.000000
0.003300	0.000000	0.000000	0.000000	0.000000
0.003350	2.000000	0.000400	0.000000	0.000000
0.003400	1.000000	0.000200	0.000000	0.000000
0.003450	1.000000	0.000200	0.000000	0.000000
0.003500	1.000000	0.000200	0.000000	0.000000
0.003550	1.000000	0.000200	1.000000	0.000200
0.003600	1.000000	0.000200	0.000000	0.000000
0.003650	0.000000	0.000000	1.000000	0.000200
0.003700	1.000000	0.000200	0.000000	0.000000
0.003750	0.000000	0.000000	0.000000	0.000000
0.003800	0.000000	0.000000	0.000000	0.000000
0.003850	0.000000	0.000000	0.000000	0.000000
0.003900	0.000000	0.000000	0.000000	0.000000
0.003950	0.000000	0.000000	0.000000	0.000000
0.004000	1.000000	0.000200	0.000000	0.000000
0.004050	0.000000	0.000000	1.000000	0.000200
0.004100	0.000000	0.000000	0.000000	0.000000
0.004150	0.000000	0.000000	0.000000	0.000000
0.004200	1.000000	0.000200	1.000000	0.000200
0.004250	2.000000	0.000400	1.000000	0.000200
0.004300	0.000000	0.000000	0.000000	0.000000
0.004350	2.000000	0.000400	0.000000	0.000000
0.004400	0.000000	0.000000	0.000000	0.000000
0.004450	1.000000	0.000200	0.000000	0.000000
0.004500	1.000000	0.000200	0.000000	0.000000
0.004550	1.000000	0.000200	0.000000	0.000000
0.004600	1.000000	0.000200	0.000000	0.000000
0.004650	1.000000	0.000200	0.000000	0.000000
0.004700	1.000000	0.000200	0.000000	0.000000
0.004750	0.000000	0.000000	0.000000	0.000000
0.004800	2.000000	0.000400	1.000000	0.000200
0.004850	2.000000	0.000400	0.000000	0.000000
0.004900	2.000000	0.000400	0.000000	0.000000
0.004950	0.000000	0.000000	0.000000	0.000000
0.005000	0.000000	0.000000	0.000000	0.000000
0.005050	0.000000	0.000000	1.000000	0.000200
0.005100	2.000000	0.000400	0.000000	0.000000
0.005150	0.000000	0.000000	0.000000	0.000000
0.005200	0.000000	0.000000	0.000000	0.000000
0.005250	0.000000	0.000000	1.000000	0.000200
0.005300	0.000000	0.000000	0.000000	0.000000
0.005350	4.000000	0.000800	0.000000	0.000000
0.005400	0.000000	0.000000	0.000000	0.000000
0.005450	0.000000	0.000000	0.000000	0.000000
0.005500	2.000000	0.000400	0.000000	0.000000
0.005550	2.000000	0.000400	1.000000	0.000200
0.005600	1.000000	0.000200	0.000000	0.000000
0.005650	0.000000	0.000000	0.000000	0.000000
0.005700	0.000000	0.000000	0.000000	0.000000
0.005750	2.000000	0.000400	0.000000	0.000000
0.005800	0.000000	0.000000	0.000000	0.000000
0.005850	0.000000	0.000000	0.000000	0.000000
0.005900	0.000000	0.000000	0.000000	0.000000
0.005950	1.000000	0.000200	0.000000	0.000000
0.006000	0.000000	0.000000	0.000000	0.000000
0.006050	0.000000	0.000000	0.000000	0.000000
0.006100	0.000000	0.000000	0.000000	0.000000
0.006150	1.000000	0.000200	1.000000	0.000200
0.006200	1.000000	0.000200	0.000000	0.000000
0.006250	1.000000	0.000200	1.000000	0.000200
0.006300	1.000000	0.000200	0.000000	0.000000
0.006350	0.000000	0.000000	0.000000	0.000000
0.006400	0.000000	0.000000	1.000000	0.000200
0.006450	2.000000	0.000400	2.000000	0.000400
0.006500	2.000000	0.000400	0.000000	0.000000
0.006550	1.000000	0.000200	0.000000	0.000000
0.006600	1.000000	0.000200	1.000000	0.000200
0.006650	0.000000	0.000000	0.000000	0.000000
0.006700	0.000000	0.000000	0.000000	0.000000
0.006750	3.000000	0.000600	0.000000	0.000000
0.006800	0.000000	0.000000	2.000000	0.000400
0.006850	0.000000	0.000000	0.000000	0.000000
0.006900	1.000000	0.000200	0.000000	0.000000
0.006950	0.000000	0.000000	0.000000	0.000000
0.007000	0.000000	0.000000	0.000000	0.000000
0.007050	0.000000	0.000000	2.000000	0.000400
0.007100	0.000000	0.000000	1.000000	0.000200
0.007150	0.000000	0.000000	0.000000	0.000000
0.007200	0.000000	0.000000	1.000000	0.000200
0.007250	0.000000	0.000000	0.000000	0.000000
0.007300	0.000000	0.000000	0.000000	0.000000
0.007350	0.000000	0.000000	0.000000	0.000000
0.007400	0.000000	0.000000	1.000000	0.000200
0.007450	1.000000	0.000200	0.000000	0.000000
0.007500	1.000000	0.000200	0.000000	0.000000
0.007550	0.000000	0.000000	0.000000	0.000000
0.007600	0.000000	0.000000	0.000000	0.000000
0.007650	0.000000	0.000000	0.000000	0.000000
0.007700	0.000000	0.000000	0.000000	0.000000
0.007750	3.000000	0.000600	0.000000	0.000000
0.007800	2.000000	0.000400	0.000000	0.000000
0.007850	0.000000	0.000000	0.000000	0.000000
0.007900	1.000000	0.000200	0.000000	0.000000
0.007950	1.000000	0.000200	0.000000	0.000000
0.008000	2.000000	0.000400	0.000000	0.000000
0.008050	1.000000	0.000200	0.000000	0.000000
0.008100	1.000000	0.000200	0.000000	0.000000
0.008150	1.000000	0.000200	0.000000	0.000000
0.008200	0.000000	0.000000	0.000000	0.000000
0.008250	1.000000	0.000200	0.000000	0.000000
0.008300	0.000000	0.000000	1.000000	0.000200
0.008350	1.000000	0.000200	0.000000	0.000000
0.008400	1.000000	0.000200	0.000000	0.000000
0.008450	0.000000	0.000000	0.000000	0.000000
0.008500	1.000000	0.000200	1.000000	0.000200
0.008550	0.000000	0.000000	1.000000	0.000200
0.008600	0.000000	0.000000	1.000000	0.000200
0.008650	0.000000	0.000000	0.000000	0.000000
0.008700	2.000000	0.000400	0.000000	0.000000
0.008750	1.000000	0.000200	0.000000	0.000000
0.008800	0.000000	0.000000	0.000000	0.000000
0.008850	0.000000	0.000000	1.000000	0.000200
0.008900	0.000000	0.000000	0.000000	0.000000
0.008950	1.000000	0.000200	0.000000	0.000000
0.009000	0.000000	0.000000	0.000000	0.000000
